	preprocessed_sent	label_encoded
2597	    넘어선     만들자   K POP을 넘어 한류3 0 2부     한국 기업은  선망의 대상    삼성전자 수원 디지털시티 대강당에선 지난해 11월 비틀스 메들리가 가야금과 해금 선율 사이로 흘러나왔다  이날은 외국인 임직원들에게 우리 소리를 들려주기 위해 마련된 자리였다  퓨전코리아연주단은 국악곡  광야의 숨결 을 비롯해 아시안게임 주제곡  프런티어   영화 황진이 삽입곡  꽃날  등을 가야금 해금 대금 피리 등으로 들려줬다 	2
3101	의학칼럼   아이들 수면상태 잘 확인하자   채규영  분당차병원 소아청소년과 교수  최근 성남에 사는 이모 12 군이 어머니와 함께 수면장애클리닉을 찾아 왔다  이군은 6세 무렵 지나치게 산만하고 유치원에서 다른 아이들을 자주 때리는 증상이 반복돼 소아정신과에서 ADHD  주의력 결핍 증후군 로 진단 받은 후 사춘기가 된 현재까지 이 병과 싸우고 있었다  어떻게 수면장애클리닉을 찾아 왔느냐는 물음에  주위의 권고로 마지막 지푸라기를 잡는 심정으로 왔다 고 어머니가 어두운 얼굴로 대답했다  그 동안 여러 군데의 소아정신과를 다니며 약을 바꿔 먹기도 하고 심리치료도 해봤지만 아직도 감정 조절이 잘 안 된다는 것이었다  이전 학교에서 여러 번 다른 아이들을 때리는 사고가 발생해 전학을 했는데 지금 다니고 있는 학교에서도 이미 몇 차례 사고를 저질러 문제아로 낙인 찍힌 후 친구도 없이 겨우 학교생활을 하고 있다고 했다 	3
684	LG세탁기   컨슈머리포트 종합 1위 LG전자 세탁기가 미국 소비자들을 대상으로 한 신뢰도 만족도 조사에서 유력 경쟁업체들을 모두 제치고 최고 성적을 거둔 것으로 나타났다  22일 업계에 따르면 미국 유력 소비자 전문매체인 컨슈머리포트 CR 는 2007 2017년 미국에서 판매된 세탁기 7만 6517대를 사용한 소비자들을 대상으로 설문조사를 벌여 그 결과를 토대로 부문별 우수 제품을 최근 선정 발표했다 	0
2667	초록나라에서 온 편지 한국에너지기술연구원 물 불 바람 빛 4총사 이야기  이 땅과 하늘의 주인은 바로 너희들이지  우린 너희들의 미래를	2
2665	 정답 은 잊어라  신진 작가들의 낯설게 보기 작가는 늘 경계선에 선다  안과 밖이 만나는 지점에서 대상을 낯설게 본다  인습의 중력을 벗어던지는 행위다  예술 창조의 출발점이다  나이와 관계없는 자세지만 신진 작가에 더 기대가 모인다   젊은 시각 새로운 시선  전	2
4828	롯데의  사드 딜레마  중국의 보복에  국방부와 부지교환 계약 주저  1월 넘길 듯 국방부는 16일 주한미군 사드 THA AD 고고도 미사일 방어체계  부지 확보를 위해 롯데 측과 추진하고 있는 부지 맞교환 계약 체결이 지연되고 있다고 밝혔다  중국 정부의 각종 보복 조치가 현실화되자  중국에서 많은 사업을 하는 롯데 측이 협의에 어쩔 수 없이 소극적 입장을 보이고 있다는 것이다  거기에다 야권    이 사드 배치에 부정적 입장을 밝히고 있고  대통령 탄핵 심판 결과에 따라 조기 대선이 치러질 수 있다는 점도 고려한 것으로 보인다  부지 맞교환 계약이 계속 지연될 경우 올여름까지 사드를 배치한다는 한 미의 계획도 틀어질 가능성이 높은 것으로 알려졌다 	4
3094	1개 층에 고작 25병상  적자 부르는  고질병 최소 60병상 있어야 운영비 해결돼 극과 극 수술 응급실 등 동선 엉망	3
7217	이문세  사랑받는 비결은 도전과 진화  가수 이문세가 데뷔 이후  30년 동안이나 사랑받을 수 있었던 비결을 공개했다  이문세는 11일 CBS 라디오  김현정의 뉴스쇼 에 출연해 데뷔 30주년 콘서트를 열게 된 소감을 밝혔다 	7
6999	퍼트 들쭉날쭉 양용은 19위 양용은 38 이 미국PGA투어 2010년 개막전 SBS챔피언십 총상금 560만달러 에서 공동 19위를 차지했다  아시아 남자골퍼 최초의 메이저챔피언답지 않은 성적이다  양용은은 11일 한국시간  미국 하와이주 마우이섬 카팔루아리조트 플랜테이션코스 파73 에서 끝난 대회에서 4라운드 합계 11언더파 281타를 기록 챔피언 지오프 오길비 호주 에게 11타 뒤진 성적으로 28명 중 중하위권에 머물렀다  오길비는 합계 22언더파 270타로 지난해에 이어 2년 연속 개막전 우승컵을 차지했다  우승상금은 112만달러 약 12억6700만원  	6
5353	영도  봉래산 녹차  아십니까 전통기법으로 9번 덖어 입소문   해풍 머금은 부드러운 맛 특징   일절 판매않고 주변에 나눔	5
5228	출산율 감소 민간어린이집 폐업 속출 출산율 감소 영향으로 영유아가 줄어들면서 민간 가정어린이집 폐업이 속출하고 있는 것으로 나타났다  더욱이 보육료는 7년째 동결된 반면 인건비는 상승하고 있어 민간어린이집에 대한 정부의 지원이 절실한 실정이다 	5
7232	  이산  이어  동이 마저     이병훈PD  한예조 출연거부 최다 피해 사극의 거장 이병훈PD가 한국방송영화공연예술인노동조합 이하 한예조  위원장 김응석 의 출연거부에 최다 피해자로 떠올랐다  이병훈PD가 연출하는 MBC 대하사극  동이 는 출연료미지급에 따른 한예조의 출연거부에 따라 지난 3일부터 촬영이 전면 중단됐다   동이 의 제작사 리더스 측과 한예조는 3일부터 릴레이 협상을 진행하고 있지만 해결책을 찾지 못하고 있다 	7
5385	 다문화가정 자녀  감성적 정서적 지원  LG이노텍 대표 허영호 이 다문화가정 자녀 후원에 나서 눈길을 끌고 있다  LG이노텍은 지난 16일 한국여성재단과 함께 다문화가정 자녀를 후원하기 위한  희망 멘토링  발대식을 진행했다 	5
289	삼성의 창조경제   협력사 상생 1조2000억 투입 삼성전자가 올해 광주지역 협력업체 2곳을 글로벌 강소기업으로 지정 육성한다  상생펀드를 통한 협력업체 자금지원 확대와 2차 협력업체에 대한 맞춤형 지원도 이뤄진다  삼성그룹은 5일 협력업체와의 상생을 위해 5년 동안 1조2000억원을 투자하고  1  2차 협력업체를 종합적이고 체계적으로 지원 육성하는 내용의  상생협력 생태계 조성 프로그램 을 마련  시행하겠다고 밝혔다 	0
5514	 대보름달에 건강 풍년 빌었어요    청양 곳곳서 전통 민속 마을제 개최 정월대보름을 맞아 청양군내 마을 곳곳에서 군민의 안녕과 풍년농사를 기원하는 전통 민속 마을제가 열렸다 	5
520	특허이전 기술개발 자금 걱정  뚝  충북 오창에 위치한  주 그린광학은 지난 2004년 액정표시장치 LCD   반도체 부품인 중파장 적외선 UVB  검출 필터의 국산화를 추진했지만 핵심 기술의 지적재산권 문제와 기술개발 자금 부족으로 개발이 중단되는 어려움을 겪어야 했다  하지만 2006년  중소기업 이전기술개발사업 에 참여하게 되면서 기술개발에 새로운 전환기를 맞게된다  특허 이전을 통한 지적재산권 문제와 기술개발에 따른 자금 부족을 동시에 해결했기 때문이다 	0
4184	 무산 위기  한 중 일 정상회담 연내 성사될까  한 일  중 일 최악 관계 속  올 의장국 한국  실무회담 주도	4
2526	소설  채식주의자 로 한국인 첫 맨부커상 후보에 오른 한강 씨  담담했어요  제가 좋아하는 작가들과 함께 후보에 오르게 돼 기뻤고요   파리도서전이 열린 프랑스 파리 베르사유 전시장에서 18일 현지 시간  만난 소설가 한강 씨 46 는 수줍은 표정으로 말했다  노벨 문학상  프랑스 공쿠르상과 함께 세계 3대 문학상으로 불리는 맨부커상 후보에 한국인 최초로 오른 소감을 묻자 돌아온 답이었다 	2
202	 워킹맘  스마트 가전으로  슈퍼맘  변신   광주 서구 쌍촌동에 사는 결혼 3년차 주부 김선희 32 씨는 스마트 가전을 200  활용하는 워킹맘이다  퇴근 1시간 전 스마트폰 어플로 집에 있는 로봇청소기에게 바닥청소를 명령하고  아침에 넣어둔 빨랫감을 스마트 세탁기를 제어해 세탁을 한다  퇴근길 차 안에서는 에어컨으로 집안 온도를 조절하고  집에 도착해서는 스마트 오븐 어플에서 찾은 레시피를 입력해 자동으로 요리를 준비한다  이처럼 스마트 가전으로 가사일이 줄어들면서 김씨는 요즘 가족들과 보내는 저녁시간이 늘어났다  스마트폰이 대중화되고 가전제품에 IT기술이 접목되면서 직장일로 바쁜 젊은 맞벌이 부부나 1인 가구들 사이에서 원격조종이 가능한  스마트 가전 이 인기를 끌고 있다 	0
353	삼성전자  스마트 TV 시대 주도  삼성전자가 다가오는 스마트TV 시대를 주도하기 위한 본격적인 활동에 들어갔다  삼성전자는 지난달 31일 미국 캘리포니아주 산호세 페어몬트 호텔에서 TV 애플리케이션 앱  개발자 설명회인  TV 개발자의 날  행사를 가졌다고 1일 밝혔다 	0
2841	4차 심사독회 염승숙 첫 소설집  채플린  채플린  최종심 후보에 신예 소설가 염승숙 26 의 첫 소설집  채플린  채플린 이 동인문학상 최종심 후보작 대열에 합류했다  동인문학상 심사위원회 유종호 김주영 김화영 오정희 이문열 정과리 신경숙 는 최근 2009 동인문학상 4차 심사독회를 열고 이같이 결정했다  동인문학상 최종심 후보작은 김경욱 소설집  위험한 독서   박상우 소설집  인형의 마을   조해진 소설집  천사들의 도시   서하진 소설집  착한 가족   김숨 장편소설  철 을 포함해 6편으로 늘었다  염승숙은 현실과 환상의 경계가 불분명한 회색지대를 탐험한다  소설의 화자    들은 현실 공간에 거주하지만 그들이 만나는 인물들은 현실에서는 마주칠 수 없는 만화적 존재들이다   뱀 꼬리를 가진 쥐   숟가락으로 변한 할아버지  등이 등장해 현실 감각을 무너뜨린다  심사위원들도 이 작가의 경계 없는 상상력을 주목했다  한 심사위원은 수록작  뱀 꼬리 왕쥐 가  인간의 불행은 꼬리의 퇴화로부터 비롯됐다는 독특한 설정 아래 이야기를 풀어간 점이 흥미롭다 고 말했다  그는  이 꼬리는 희망의 새싹이고 새로운 삶을 추구하는 시발점인 동시에 용두사미      의 가능성까지 담고 있다는 점에서 절묘하다 고 덧붙였다 	2
2433	예매율 1위   블랙 스완  아카데미 특수 예감 제83회 아카데미 시상식에서 여우주연상을 수상한 나탈리 포트만의  블랙 스완 이 아카데미 특수를 누릴 전망이다  24일 개봉한  블랙 스완 은 줄곧 예매율 1위를 기록하며 개봉 첫 주 박스오피스 전체 2위  24일 개봉 신작 1위를 기록하며 흥행을 이어갔다 	2
5375	광주시 현안사업  표류   윤장현 광주광역시장의 정책결정 이 늦어지면서 굵직굵직한 지역현안사업이 장기간 표류하고 있다  광주시의회는 대표적인 사례를 도시철도2호선 건설  광주역 주변 공동화 대책  군 공항 이전 문제로 꼽고 있다  지난해 찬반갈등이 심각했던 도시철도2호선  건설방식과 착공시기 가 여전히 안갯속이다 	5
802	고동진 장동현 황창규 최재유   다 모여  VR 꽂혔다  최재유 미래창조과학부 차관  고동진 삼성전자 무선사업부 사장  장동현 SK텔레콤 사장  황창규 KT 회장 등 국내 ICT 거물들이 스페인 바르셀로나에서 모두 VR에 꽂혔다  최 차관을 비롯한 이들 3사 ICT 최고경영자들은 현지시간으로 22일 스페인 바르셀로나에서  MWC 2016 이 개막하자마자 바로 전시관 메인홀인 3홀을 찾아  삼성전자  SK텔레콤  화웨이 등 주요 부스를 동시에 찾아 눈길을 끌었다 	0
5309	부산 해수욕장들 킬러콘텐츠  골라 즐겨라    다대포는 해변공원 분수공연 부산지역 해수욕장이 특화된 콘텐츠로 피서객을 유혹하고 있다  연일 이어지는 폭염에 해수욕장을 찾는 피서객도 각 해수욕장의 콘텐츠를 보고 행선지를 결정할 정도로 해수욕장을 대표하는 킬러 콘텐츠의 중요성이 커졌다 	5
4811	공정위  4대강 영주댐 담합  대선 전 제재  공정위는 4대강 영주댐 담합 여부에 대한 제재 여부를 대선 전 결정할 방침이다  31일 공정위 핵심 관계자는  아직 전원회의 일정이 확정되지 않았지만 4대강 영주댐 담합관련 제재는 11월 말이나 12월 초쯤 이뤄질 것 이라고 말했다 	4
2547	 후회의 순간 을 바꾸기 위해 찾아온 30년 후의 나 누구나 돌이켜 보면 아픈 시간이 있다  잊을 만하면 불현듯 살아나 사람을 따끔따끔 찌르는   그 아픔을 달래다 보면 종종 이런 상상에 가 닿는다  후회되는 그 순간으로 시간을 되돌릴 수 있다면  그때 다른 선택을 했다면 지금 나는 어떻게 달라져 있을까  14일 개봉하는 영화  당신  거기 있어줄래요 는 중년의 수현 김윤석 이 과거로 돌아갈 수 있는 10개의 알약을 얻으면서 시작된다  그는 30년 전 자신 변요한 과 만나 평생 후회하던 과거의 한 사건을 바꾸려 한다 	2
5426	순천정원박람회  국제 행사라면서 외국인 통계  부실  2013 순천만 국제 정원박람회 조직위원회가 외국인 관람객 통계에 사실상 손을 놓고 있는 것으로 드러났다  정원박람회 개막 14일째인 6일 관람객이 65만 명을 넘어섰다  하지만 외국 관람객 관련 통계가 전혀 없어 국제 박람회라는 명성이 무색해지고 있다 	5
7787	지구촌은  싸이 홀릭  가수 싸이 의 인기가 식을 줄 모른다  연일 새로운 기록 행진이다  미국 시사주간지 타임 인터넷판은 13일  강남스타일 을 금주의 주요 단어 weekly highlight of our vocabulary 로 선정했다  타임은 강남스타일의 사전적 의미를  서울 강남 지역의 화려한 삶과 관련 있는 생활 방식 이라고 밝혔다  또  이 명사 noun 는 싸이의 뮤직비디오가 나온 뒤로 더욱 유명해졌기 때문에 유행어 사전 Urban Dictionary 에 등재된 것 이라고 덧붙였다 	7
7421	요즘 광고 예능보다 재밌네  예능이야  광고야   유명 연예인들이 출연해 예능 프로그램 포맷을 빌려 제품을 홍보하는 동영상을 내놓는 기업이 늘고 있다  특히 동영상 인기와 함께 관련 제품 매출이 늘면서 기업 홍보의 새로운 형태로 각광받고 있다  대표적인 예가 김연아 안정환 김성주 등 초호화 캐스팅으로 무장한 E1 광고 동영상이다 	7
6678	다시 돌아온  호랑이  타이거 우즈  위엄은 어디에 흘렸나  황제 의 완전한 복귀는 아직 멀어 보였다  옛 위엄을 되살리려 애썼지만 힘에 겨워 보였다  그 모습이 안타까웠다  타이거 우즈 41 미국 가 2 5일 한국시간  미국 바하마 뉴프로비던스의 올버니 골프클럽에서 열린 히어로월드챌린지 골프대회 총상금 350만 달러 에서 최종합계 4언더파 284타로 출전 선수 18명 가운데 15위를 기록했다  1년 4개월 만에 치른 복귀전이었다  지난해 8월 미국프로골프 PGA  투어 윈덤 챔피언십 이후 허리 부상 때문에 대회에 나오지 못했다 	6
1399	중소 해운사들 정부 구조조정에 불만  해운업이 리스크업종이자 구조조정업종으로 치부되면서 금융권에서 신규 거래중단과 함께 대출금 조기상환을 요구하고 있다    국적원양선사를 외면하고 외국선사에게 화물을 몰아주는 국내 대형화주들의 국적선사 이탈현상도 심각한 상황이다  마치 양대 정기선사 구조조정이 한국해운이 침몰직전에 있는 것처럼 잘못 알려져 대외 신인도가 크게 저하된 것도 큰 문제다  	1
8834	민정수석  검찰 지휘 안한다  3시간 뒤   대통령  제대로 수사  대통령 민정수석 엇갈린 발언 조국 청와대 민정수석은 임명 첫날인 11일 여러 차례  민정수석은 검찰의 수사를 지휘해서는 안 된다 고 말했다  그러나 문재인 대통령은 3시간 뒤에 세월호 재조사와  최순실 게이트  추가 수사에 대해 언급했다 	8
5055	눈 비오면 더 미끄러운 점자블록  아슬아슬  경기 인천 곳곳의 보행로에 설치된 시각장애인 점자블록이 겨울철에는 오히려 미끄럼틀로 돌변  낙상사고를 유발하는 등 오히려 장애인과 보행자들의 안전을 위협하고 있다는 지적이다  23일 오전 11시께 용인시 기흥구 구갈동 기흥역 	5
7692	손예진은 꿈도 못 꾼 137억  송혜교는 어떻게 벌었나 보니  배우 송혜교가 탈세 혐의에 대해 공개 사과한 가운데  3년간 137억원이라는 수익을 어떻게 낼 수 있었는지에 네티즌의 관심이 쏠리고 있다  지난 18일 감사원과 서울 국세청에 따르면 송혜교는 지난 2009년부터 3년간 총 137억 원의 수입을 올렸다  하지만 당시 송혜교의 국내 활동 내용을 살펴보면 큰 수익을 올릴 만한 작품이나 행사가 없었다 	7
4406	 억울한 옥살이  양씨 귀국 올해 넘길 듯 멕시코판  집으로 가는 길 로 불린 애견의류 디자이너 양 38 씨 사건이 당초 기대와 달리 검찰의 항고로 다시 4 5개월의 시간이 더 소요될 전망이다  지난 1월 구속된 뒤 결국 해를 넘겨야 다시 한국 땅을 밟을 수 있게 된 것이다  현지에서 양씨의 구명활동을 하는 교민 이만복 60 씨와 변호사 그리고 외교당국에 따르면 멕시코 검찰은 18일 현지시각  연방법원의 헌법소원 암파로  판결에 대해 항고했다  검찰의 항고포기를 기대했던 변호인 측의 바람과는 달리 암파로 이후 항고할 수 있는 마지막 날 결국 멕시코 검찰은 항고를 선택한 것 	4
6030	조갈량의 선택  이번에도  kt wiz 조범현 감독은 트레이드에 일가견이 있는 지도자다  KIA 타이거즈 감독을 맡았던 2009년에는 투수 강철민을 내주고 LG 트윈스로부터 김상현을 받았다  신의 한 수가 됐다 	6
8538	선  총력 저지  결의  자유선진당은 12일 대전시 중구 으능정이 거리에서  세종시 수정안 결사저지 규탄 결의대회 를 열고 수정안 철회를 주장했다  영하의 추운 날씨에도 불구하고 이날 규탄대회에는 이회창 총재를 비롯해 전날 세종시 수정안에 항의하며 삭발을 단행한 류근찬 이상민 김낙성 임영호 김창수 의원과 이진삼 이재선 박상돈 권선택 변웅전 의원  염홍철 전 대전시장  조선평 행정도시사수 연기군 대책위 대표 등 당원과 시민 1000여명 주최측 추산 이 참석했다 	8
3729	경제부  10 6  수성의료지구의 2조원 개발 프로젝트 성사될까  서울의 한 의료사업전문 개발업체가 대구 수성의료지구에 미국 대학병원 유치 등을 포함한 2조원대의 대규모 개발사업을 대구경북경제자유구역청에 제안해 성사 여부가 주목된다  바이오 메디컬시티 대표 우종식 는 총 180만여  크기의 수성의료지구 중 대흥동 일원 65만여 에 미국 마이애미대학병원  한국 성형단지 및 치과단지  80층 높이의 주상복합아파트  2천500여가구 규모의 아파트 등을 건립하는 내용의 사업제안을 대구경북경제자유구역청에 했다  현재 실무작업이 진행 중이다 	3
6862	U S  Wins at World Youth Baseball Championship  Korea Finishes 5th  우리말 NEWS  제25회 세계청소년야구선수권대회에서 13년 만에 미국이 우승을 차지했다  8일 목동구장에서 열린 결승전에서 미국은 캐나다를 6대2로 꺾고 통산 여섯 번째 우승을 달성했다  결승전에 앞서 열린 5 6위 결정전에서 한국은  숙적  일본을 3대0으로 꺾었다  처음으로 국내에서 열린 대회에서 우승을 노렸던 한국은 12개 참가국 중 5위의 성적으로 두 대회 연속 입상에 실패했다  한국은 2006 2008년 대회에서 2연패를 달성했으나 2010년 제24회 대회에는 7위에 머물렀다  소년조선일보 2012년 9월 12일자 2면 	6
3417	변덕 날씨 봄 산행 고어텍스 딱  산행 초보자인 기자가 지난달 28일 한라산 트레킹에 도전했다  그동안 제주도를 몇 번 방문했어도 한라산 등반은 처음이었다 	3
3442	폭식과 우울증의 악순환  고도비만 부른다 경기도 안양에 사는 서모 34세 여 씨는 최근 우울증과 고도비만 진단을 받았다  작년 이혼한 뒤부터 시작된 우울증 때문에 이에 대한 보상심리로 폭식을 하게 되었다고 한다  하지만 몸매가 망가지면서 우울증이 더욱 심해졌다고 한다  최근 국민건강보험공단의 발표에 따르면 폭식증을 겪고 있는 환자수는 날로 늘어나는 추세며 여성환자가 남성환자에 비해 무려 18배나 많다고 한다  여성이 남성보다 폭식증이 많이 나타나는 이유는 날씬한 외모를 직간접적으로 강요하는 사회 분위기와 감정을 잘 표출하지 못하는 여성의 경우 음식물 섭취로 스트레스를 해소하는 경향이 있기 때문이라고 전문가들은 말한다 	3
7419	NCT 127    인기 방송에 잇달아 초청 SM엔터테인먼트 보이그룹 NCT 127 엔시티 127 이 미국 인기 TV 프로그램에 잇따라 출연하며 화제를 모으고 있다  NCT 127은 9일 현지시간  FOX 11 채널 인기 모닝쇼  굿 데이 LA Good Day LA  에 생방송으로 출연했다  굿 데이 LA는 1993년 방송을 시작해 25년간 지속적 인기를 끌고 있는 미국 대표 연예 프로그램이다 	7
8486	민주당 새 대표 김한길 양승조 최고위원 선출 민주당 새 대표에 김한길 후보가 선출됐다  김 후보는 4일 오후 경기도 고양시 일산 킨텍스에서 열린 정기 전당대회에서 최종 득표율 61 72 로 이용섭 후보 38 28  를 큰 차이로 누르고 당선됐다 	8
1900	10대그룹들도  양극화  양극화 현상은 재벌 그룹 내부에서도 점점 뚜렷해지고 있다  한때는 30대 그룹의 경제집중화를 걱정해야 했지만 이제 그 대상은 10대  4대 그룹을 넘어 2대 그룹으로 점차 축소되고 있다  10대 그룹을 기준으로 해도 삼성그룹과 현대차그룹을 빼고 나면 영업이익은 가파른 하락 추세를 보이고 있다  삼성 현대차가 이익을 독식하는 현상이 심화되고 있는 것이다  재벌닷컴이 13일 발표한 자료를 보면 삼성그룹과 현대차그룹의 2009년 영업이익은 23조4000억원이고  전체 기업 금융 보험업 등을 제외한 한국은행 자료 기준  대비 비중은 19 7 였다  이들을 뺀 나머지 8대 그룹 SK LG 롯데 현대중공업 GS 한진 한화 두산 의 당시 영업이익은 23조2000억원이고 전체 기업 대비 비중은 19 6 였다  이때만 해도  2대 그룹 나머지 8대 그룹 의 등식이 통했다 	1
136	고삼석 방통위 상임위원  지원금 상한제폐지  내리꽂기식 결정 강요 안돼  야권 추천 상임위원인 고삼석 방송통신위원회 상임위원이 휴대전화 지원금 상한제 폐지 움직임과 관련해  경제 활성화라는 명분 하에 정상적 절차를 거치지 않고 내리꽂기식 정책 결정을 강요한다면 수용할 수 없다 고 밝혔다  그러면서도  다만 지원금 상한 조정은 이용자 편익과 시장질서 안정 등을 고려한 정책적 판단에 따라 합리적 논의 과정을 거쳐 검토할 수 있을 것 이라며 여지를 남겼다 고 위원은 10일 방통위 기자단에 발송한 문자메시지를 통해  동 사안과 관련해 지금까지 방통위원 간 어떠한 논의도 없었으며  공식적인 보고 또한 받은 바 없다 면서  어제 언론보도 후 담당국장도 사실이 아니라고 한다 고 전했다  이어  단말기 지원금 제도의 주무기관은 방통위임에도 불구하고 기재부 미래부 등 유관부처가 사전협의 없이 월권으로 비춰질 정도로  정책의 방향성 을 제시하는 것은 대단히 부적절하다  강력한 유감을 표한다 고 밝혔다  특히 지원금 상한제가 일몰 시한인 2017년까지 이어져야 한다는 입장을 밝혔다 	0
7547	 엄마 나 왔어  신이   신다방  오픈 부모님 맞선 재연 홍석천  입양한 딸과의 일상 25일 목  저녁 8시 10분 방송되는 tvN  엄마 나 왔어  5회에서는 홍석천 부녀의 특별한 일상이 최초 공개된다  이날 방송에서는 10년 전 누나의 두 자녀를 입양한 홍석천의 사연과 부녀의 오붓한 시간이 그려진다  지난 10년간 아빠로 살아온 홍석천의 반전 모습이 펼쳐져 놀라움을 자아낼 전망  자타공인  트렌드세터 로 불리는 홍석천이 딸 앞에선 보수적인 아빠로 변신하는 의외의 면모와 자녀의 입양 당시 속마음이 공개되며 공감과 감동을 선사할 예정이다 	7
5345	양산시  배짱영업 통도환타지아에 최후통첩   시  사유지 매입 준공 않으면   유원지 지구 해제 등 제재 검토	5
8547	2년 중단된 한중 FTA 2단계 협상  12월 정상회담서 개시 선언하기로 한국과 중국이 12월 중순 열리는 한중 정상회담에서 한중 자유무역협정 FTA  2단계 협상인 서비스  투자 분야 후속 협상 개시를 선언하기로 했다  사드 THAAD 고고도미사일방어체계  배치로 인한 양국 갈등이 개선되면서 2단계 협상 개시의 물꼬를 텄다  27일 베이징의 외교 소식통에 따르면 문재인 대통령은 다음 달 중국을 국빈 방문하면서 시진핑 중국 국가주석과 정상회담을 하는 자리에서 시 주석과 함께 한중 FTA 2단계 협상 개시를 선언할 예정이다 	8
6768	이마트  골프대전 열고 최대 반값 할인 이마트가 오는 16일부터 29일까지 2주간 신년 골프대전을 열고 국내 인기 클럽과 골프용품을 기존 가격에서 20 50  할인된 가격에 판매한다고 15일 밝혔다  통상적으로 봄에 열리던 골프행사가 한겨울에 열리는 이유는 늘어난 실내 골프연습장 스크린 골프장 때문이다 	6
8710	대기업 공익재단  핵심 계열사 지분 대량 보유 공정위 조사 예고 김상조 공정거래위원장이 이르면 다음 달 대기업 그룹 공익법인의 운영실태를 조사하겠다고 밝힌 가운데 이들 공익재단이 핵심 계열사 지분을 대량 보유한 것으로 드러나 파장이 예상된다  28일 재벌닷컴에 따르면 상호출자제한 기업집단 중 20대 그룹의 40개 공익재단이 보유한 계열 상장사 주식 규모는 총 6조 7000억 원에 달하는 것으로 집계됐다 	8
4780	사우디 교육부장관 KAIST 방문  공동 연구협약  KAIST 한국과학기술원 총장 서남표 는 지난 26일 칼리드 알 안카리 Khaled bin Mohammad Al Anqari  사우디아라비아 고등교육부장관 일행이 방문해  공동 연구협약에 관한 합의문을 체결했다고 27일 밝혔다  이번 사우디아라비아 방문단에는 교육부장관과 함께 중동권 최고 명문 대학인 킹 사우드대학 King Saud University  압둘라 알 오스만 Abdullah bin Abdularhman Al Othman  총장  킹 압둘라지즈대학 King Abdulaziz University  오사마 타에브 Osama bin Sadiq Tayeb  총장  사우디아라비아 최고 공과대학인 킹 파하드 석유광물대학 King Fahad University of Petroleum and Minerals  칼리드 알 술탄 Khalid bin Salih Al Sultan  총장이 함께했다 	4
8624	황교안 국무총리 축사  44개국서 참여 한민족 최대 경제교류의  으로    제15차 세계한상대회   황교안 국무총리는 세계한상대회 개회식 축사를 통해  출범한 지 벌써 15년이 된 세계한상대회는 지구촌 곳곳의 동포 기업인들과 국내 기업인들이 한자리에 모이는 한민족 최대의 경제축제로 성장했다 고 치하했다  출범 당시 1000명 남짓했던 참가자가 올해에는 44개국 3700여 명에 이른 것에 대해서도 한상대회에 그동안 기여해 온 동포 기업인들과 관계자들에게 감사인사를 전했다 	8
3626	국산 복제약 세계시장 점령 출시 한달 임랄디  시장 62  유럽 시장에 출시된 국내 바이오시밀러 바이오의약품 복제약  제품들이 같은 시기에 나온 외국산 복제약을 압도하고 있는 것으로 나타났다  10일 의약품 시장조사기관 아이큐비아에 따르면 지난달 유럽에 출시된 삼성바이오에피스의 바이오시밀러  임랄디 가 유럽에서 가장 큰 시장인 독일에서 시판 한 달 만에 62 의 점유율 복제약 을 기록했다  임랄디는 미국 바이오업체 애브비가 개발한 류머티즘관절염 등 자가면역질환 치료제  휴미라 의 바이오시밀러다  휴미라는 연간 판매액이 20조원에 달하는 전 세계 최대 바이오의약품으로 특허기간 만료 등으로 지난 10월 중순 임랄디를 포함해 5개의 바이오시밀러가 유럽 시장에 나왔다  아이큐비아가 지난 한 달간 집계한 결과 임랄디가 바이오시밀러 제품 가운데 판매 1위로 나타났다  일반적으로 바이오시밀러는 시장에 가장 먼저 진입하는  퍼스트무버 가 시장점유율 면에서 유리한 고지를 차지하는 만큼 임랄디 성장 가능성이 높다는 분석이다  다만 출시한 지 한 달밖에 안 된 상태여서 오리지널 약인 휴미라 시장점유율과는 아직 차이가 크다  휴미라까지 포함하면 임랄디의 시장점유율은 6 8  수준이다 	3
3889	일본 최고부자 사장님   기업은 공적 기관이다   일본은 정규직에 편중돼 있다  고통은 비정규직만의 것이 아니며 균등하게 나눠야 한다  회사는 공적 기관이다   대기업 사람들이  자기 편한 대로만 생각하고 주식시장만 바라봐서는 안 된다   지난달 25일  아사히신문 에 실린 인터뷰 기사다  내용만 보면 불황을 이유로 마구잡이로 비정규직 해고를 일삼는 대기업의 행태에 비판적인 학자나 정치인의 발언처럼 보이기 쉽다  이 발언의 주인공은 미국 경제잡지  포브스  아시아판이 선정한 일본 제1의 부자인 대기업 경영자다  5971억엔 약 9조4090억원 이나 되는 재산을 보유한 대부호가   경영이 악화돼 비정규직을 전원 해고한다 는  대기업들의  주장은 이상하다 고 비판했다면 진정성을 의심받을 수도 있다  하지만 주인공이 일본의 대표적 저가브랜드  유니클로 를 생산하는 패스트리테일링의 회장 겸 사장인 야나이 다다시 60 라면 이야기가 달라진다 	3
7098	전현무 오상진 언급  SNS 설전  전화로 잘 화해했다  방송인 전현무가 오상진 MBC 아나운서와의 SNS설전에 대해 언급했다  지난 13일 방송된 MBC  황금어장 무릎팍도사 에 출연한 전현무는 그동안 자신을 둘러싼 루머에 대해 솔직하게 털어놔TEk 	7
